text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
"Worst Mexican I have ever tasted. Will definitely not go back. Servers were very nice though, just horrible food. Beans and rice had no flavor at all, salsa tasted like tomato soup and the mole sauce on the chicken tasted like bbq sauce.",31,C,Garibaldi Mexican Restaurant,Garibaldi Mexican Restaurant,Garibaldi M3xican R3staurant,2.0,NEGATIVE
"Best bagels in town!  We drive 70 plus miles to replenish our supply regularly; totally worth it as these bagels are the real deal, baked in a specialty oven producing true New York style bagels.  The selection of cream cheese will make any bagel lovers heart beat a bit faster!  And, wait until you see the pastries, OMG!  The staff is efficient and courteous as is the owner. Visit their website to check out the whole menu.  Thank you Bagels Plus for your hard work; you make my day!",1,A,Bagels Plus,Bagels Plus,bagels plus,5.0,POSITIVE
"Was able to get last minute reservations for 2 on NYE thanks to the online reservation system! We opted to order multiple appetizers instead of an entree. Up first we tried their savory take on zeppoles with whipped ricotta, butternut jam and honey. I loved the crunchy touch of the pepitas with the warm and soft fresh zeppoles. The saffron arancini with chorizo and manchego were (for lack of a better term) FIRE! 
Not pictured we also got the lamb meatballs which I was kind of iffy to try since I'm not a big lamb fan but they were very tasty! We couldn't pass up the Parmesan fresh fries either.",35,C,On Swann,On Swann,On Swann,5.0,POSITIVE
"This is hands down the best Indian restaurant around the USF campus. Food was awesome, well priced and very generous in quantity. The service was impeccable and the atmosphere is amazing.",27,B,Pastries N Chaat,Pastries N Chaat,Pastri3s N Chaat,5.0,POSITIVE
"NEVER AGAIN. I called yesterday asking for 2 orders of egg rolls she said it would take 15min. Btw the price for them are ridiculous. Better off going to Saigon deli for 99 cents. Anyways, I accidentally passed by and decided to cancel the order after 5 minutes and she YELLED AT ME! Saying "" if you wanted to cancel you should have called before! They're already done! What is wrong with you! Whatever! Bye!"" I was so confused and upset that I now have to write this review. Trashy customer service. She should not work there. Absolutely never ever going back. Save your $",30,C,Indochinois Restaurant,Indochinois Restaurant,Ind0chin0is Restaurant,1.0,NEGATIVE
Delicious fresh bakery! Family owned and very very affordable! They do only take cash so make sure you have some when you go in. Their Cuban bread is really good but my go to has got to be their glazed donuts at only 85¢ a donut. It's a must if you have time in the morning,12,A,Faedo Family Bakery,Faedo Family Bakery,Faed0 Family Bakery,5.0,POSITIVE
"""Yay! I'm a fan"" perfectly sums up my experience at Zydeco. I had the day off from work and because all of my friends work the old 9-5 Mon-Fri schedule, I went by my lonesome. I walked into a new, clean, and fairly empty brewery around 2:30 on a Tuesday and was greeted by a friendly and chill bartender named Mike. I asked about happy hour times and he said they didn't have that set-up yet (a bummer and the only reason I'm not giving them 5 stars) but he did offer me a ""locals"" discount which was very generous. I ordered a flight based on Mike's recommendations and was blown away by the beer. The red ale was excellent but what really took the cake was the ""Champagne Wishes and Caviar Dreams."" It weighs in at a whopping 7% but is as light and fluffy as a light domestic beer or unsurprisingly, a dry champagne. I ordered a pint of that after I downed the flight and my total was $15 before the locals discount. The food looked good but I was on a liquid diet at the time so I did not indulge. I will be back. Parking in Ybor is always laborious but it is what it is.",9,A,Zydeco Brew Werks,Zydeco Brew Werks,zydeco brew werks,4.0,POSITIVE
"The name says it best. I had the Chicken Row, spicy, and it was as advertised--Yummy. It is chicken breast, lightly breaded and fried in a wok. Prepared to order, it came with a spring roll and a drink for about $7.

The spring rolls were standard fare, nothing to get excited about but tasty.

This appears to be a family operation, and the people could not have been friendlier.

They also offer more traditional (and less common) choices like whole fish and pigs feet. I was in for lunch, and the generous portion of chicken was just right. 

If you're in the area and looking for something different for lunch, do yourself a favor and stop in.",18,B,Chicken Yummy,Chicken Yummy,Chicken Yummy,4.0,POSITIVE
"I love this place so much and I love that they come to the St. Pete Saturday Morning Market so I don't have to drive all the way to Tampa! 

My favorite is their pita bread and the millet bread! It's so good! They have great alternatives for those who are sensitive to gluten and they are local! Go check them out! You will be hooked!",17,B,Sami's Bakery,Sami's Bakery,Sami's Bak3ry,5.0,POSITIVE
"Half price beer with run club on Tuesdays! We have been coming to this WOB for quite some time as it is walking distance from our home. It gets a little busy in Friday nights but other than that we can not complain. They offer live music most nights and they always have an incredible beer selection. There is also a nice outdoor seating area so you can bring you dog or smoke a cigar. There are a bunch of food options that will deliver to the bar sich as T Flats, Burger 21, Pizza Fusion and others. Definitely worth checking out if you are in the area.",39,C,World Of Beer,World Of Beer,W0rld Of Beer,5.0,POSITIVE
Your average Thai restaurant at a high price. The service and atmosphere are great though.,34,C,Ban Thai Restaurant,Ban Thai Restaurant,Ban Thai Restaurant,3.0,POSITIVE
Venue was really nice and ticket prices weren't too bad. Wide variety of food and drinks and the food was pretty good. Definitely liked the essence of the place but the place could use some updating. The staff were really nice too.,37,C,Tampa Pitcher Show,Tampa Pitcher Show,tampa pitcher show,3.0,POSITIVE
Horrible customer service. Food always comes out wrong. It's Florida and their air conditioning unit needs to be upgraded.,5,A,Jerk Hut Restaurant,Jerk Hut Restaurant,Jerk Hut Restaurant,1.0,NEGATIVE
"Excellent blackened grouper and Asian slaw... plus we were not mad at the 2 for 1 HH specials,  everyday from 11am to 7pm! Key lime pie for dessert was tasty too. We will be back",34,C,Ballyhoo Grill,Ballyhoo Grill,B@llyhoo Grill,4.0,POSITIVE
"I was turned off from Panera in the past because of the menu options, but that was over 10 years ago.  One of my work managers had given me a $25 gift card though so I was forced to eat there.

I've been averaging lunch there about twice a week in the past few months.  I get a pick 2.  I get the broccoli cheddar all of the time to dip my baguette in and then I switch it up between the Chicken Frontega sandwich or a salad.

The Rapid Pick-Up option is awesome.  It's always ready when I expect it and they have designated parking spots for that service.  There are only 2 spots, but only once was one not available to park at.  So no complaints about waiting in line.

The food always meets my expectations.  Sometimes I think about the price, but when I think about how much I spend at other places in the area, it's worth it, especially for the cleaner food.  You have to eat fast food if you are watching your wallet.",17,B,Panera Bread,Panera Bread,panera bread,5.0,POSITIVE
"Still no good here. Tried it today. Slow service. Staff on phones. Cold fries and I asked them to make fresh fries they said no. The ones that sat with my order for ten minutes were fresh. Lack of care, and lack of detail. Food thrown together and gave my sandwich that took 20 minutes to make to the guy after me. God. I forgot I came here before. No cold glass glasses either.",25,B,A&W Restaurant,A&W Restaurant,A&W Restaurant Inc.,1.0,NEGATIVE
