text,SCORE,GRADE,name,matched_name,DBA,review_stars
"I have been eating at this joint since 1982. I watched their kids grow up. Not much has changed. The serve New York style pizza a other Italian classics. My favorites include the meatball sub, lasagna, baked spaghetti and the pizza. I treated like family. Stop by and see for yourself. It is conveniently located on the corner of Florida Ave and Brass. Bonus a petite.",3,A,Alfonso's Pizzeria,Alfonso's Pizzeria,Alfonso'sPizzeria,4.0
"We came in for a romantic date night and that is what we got. By sheer coincidence  we had a very early reservation because my husband got home early. If you want a very romantic experience take the 5:30pm reservation and you will be the first there. It took about an hour for people to trickle in after that. We had a very attentive waiter, think like that of what you would experience at ta five star restaurant. The decor of the restaurant is simple and beautiful in style and aesthetic. I loved the spice wall and open space of the building. Ok, so the food is simple, fresh, and beautiful just like you would expect at Bistro BT. The steamed lobster salad was absolutely fantastic. My husband and I split it because we weren't sure how much it would end up being serving size wise. It was large enough for both of us to split and we both got the same entree which was great. My husband loved the duck burrito as the favorite of the dinner (he loves duck). Parking can be limited, the parking lot is small and there is no street parking. Dinner ended up being around 210-ish, but it was on par with what I would expect for the level of food and service we received. A lot of the menu is gluten free also. I think this place is a gem, consider it for your next date night. Its easy to miss on Macdill Ave, but its right across from Datz.",18,B,Restaurant BT,Restaurant BT,Rest@ur@nt BT,5.0
"Excellent friendly service, delicious food, mammoth portions. Try the TacuTacu de Mariscos.",27,B,Happy Fish,Happy Fish,Happy Fish,5.0
"I can't recall how I first came across Sucre Table. It might have been on Instagram. But as soon as I saw the first pastry photo, I knew I had to make a visit. It took a while between first being introduced to sucre table and actually getting my foot in the door because we live about 45 mins north and they're only open on Saturdays during the weekend. 

Today was my lucky day...and I am in love! We tried the chocolate praline, choco orange bar, and croissant muffin of the month--soursop and cream cheese filled. All of them were amazing. The chocolate praline was a dark chocolate shell filled with chocolate mousse and caramel with a crunchy praline bottom. It wasn't too sweet or rich. It was one of my favorites and would definitely order again. 

My other favorite was the croissant muffin. I stopped by shortly before 5pm, so I was worried the pastries might not be the freshest, but it was absolutely perfect. The layers of the croissant were buttery and light. The filling was cream cheese and soursop--which I had no idea what that even meant. But it's a yummy fruit filling that was just sweet enough. I'm really looking forward to trying more soursop pastries as well as their other croissant muffins of the month.

The choco orange bar had really moist chocolate cake with dark chocolate coating. I didn't taste much of the orange though, so it wasn't my favorite of the bunch. 

I saw large cake slices, Japanese cheesecakes, croissants, and kouign amanns--which is next on my Must Try list. 

I am a pastry snob, and this is by far my favorite bakery.",31,C,Sucre Table,Sucre Table,Sucr3 Tabl3,5.0
"I've been dying to try this spot and finally got a shot Saturday when we foolishly tried to get some work done at Armature Works.  Armature Works was hopping this lovely Saturday, so rather than work, we tried some wine!! 
With the courtyard closed for a private event, we sat at the bar, sipped wine, tried the steak & frittes with chimichurri sauce and people watched!
The staff behind the bar is amazing! They were so friendly and knowledgeable.
The wine either comes in a wine glass or you can take one of their traveling sippy cups for a spin! They are fantastic!! I was sipping a lovely petite syrah. It was everything promised and more! 
The steak was AMAZING. Perfectly cooked and beautifully presented! The chimichurri sauce was more of green paste that tasted beyond yummy!! There are a variety of sauces you can order, get this one. It's the best blend of savory with a bit of spice at the end. 
I can't wait to get back and try another wine!!",32,C,Cru Cellars @ Armature Works,Cru Cellars @ Armature Works,cru cellars @ armature works,5.0
Wonderful food and amazing service! Every free American should have the right to voice their opinion as they did. They loyally serve their community and you will not find better vegan options in Tampa.,31,C,Vegg'd Out Vegan Kitchen,Vegg'd Out Vegan Kitchen,vegg'd out vegan kitchen,5.0
"Lived in the area for a while never been.  It's in a small shopping center doesn't seem like much, but the food was good and the service was great.  Portions were hearty and we had some leftovers.  I'll go back.",13,A,Cantina Mexican Grill & Bar,Cantina Mexican Grill & Bar,cantina mexican grill & bar,4.0
"It's apparently a Japanese restaurant but I was recommended here for their Korean food. To preface this review, I have an unconditional love for Korean food; I am half Korean and have visited Seoul.

First and foremost, I firmly believe that any dining experience begins with atmosphere/cleanliness... the booth - not clean, the table - spots of sticky residue, bugs on the table - present (many were killed during the meal). This is absolutely unacceptable by any restaurant standard. Service was also a bit lacking. I went during a non-peak day/time and it was difficult to get the attention of any of the waitstaff.

Now to the food... average... very, very average. I'm not sure if it was the hype leading up to the meal or what, but I was not impressed. The side dishes were probably the best things there. For my entree, I ordered a traditional Korean dish -- Noodles with Black Bean sauce -- and it was good, not great... a bit on the bland side. I preferred my friend's stone-pot mixed rice bowl, but it's hard to mess that up.

I'm not usually the type to judge based on one visit. Quite the contrary, in fact, I'm usually the type to give a place a second chance if the first doesn't go so well. Well I'm going to make an exception for this place considering my sub-par visit. Based on cleanliness alone, I don't think I'll be returning unless I start to hear raving reviews in the near future... which is improbable... but with some major convincing I'd be willing to give it a second try.",37,C,Ginza Japanese Steakhouse,Ginza Japanese Steakhouse,Ginza Japanese Steakhouse Inc.,2.0
"Second visit. Got tots instead of fries.  My friend ordered the fries.  Fries were undercooked.  Wings were undercooked.  Her burger was salty.  My wings were salty.   Great place for drinks, hard pass on the food.",40,C,Uncle Fats 2 Tampa,Uncle Fats 2 Tampa,Uncl3 Fats 2 Tampa,2.0
Drive by here twice a day and finally stopped in to check it out. So glad I finally did! They have some great condiments to try out. Their egg salad sandwich was the most amazing egg salad sandwich I've ever had in my life. Can't wait to try the pokey bowls! Sara was very knowledgeable and friendly. Looking forward to returning back and getting her guidance in trying new tastes!,18,B,Noble Market,Noble Market,Noble M@rket,5.0
